Region,Date,Cases,Dead,New_Cases
Murcia,2020-03-15,71,0,24
Murcia,2020-03-16,77,0,6
Murcia,2020-03-17,97,0,20
Murcia,2020-03-18,122,0,25
Murcia,2020-03-19,167,0,45
Murcia,2020-03-20,204,0,37
Murcia,2020-03-21,240,1,36
Murcia,2020-03-22,296,1,56
Murcia,2020-03-23,345,2,49
Murcia,2020-03-24,385,3,40
Murcia,2020-03-25,477,5,92
Murcia,2020-03-26,596,8,119
Murcia,2020-03-27,714,15,118
Murcia,2020-03-28,802,17,88
Murcia,2020-03-29,872,20,70
Murcia,2020-03-30,939,25,67
Murcia,2020-03-31,974,34,35
Murcia,2020-04-01,1041,37,67
Murcia,2020-04-02,1084,42,43
Murcia,2020-04-03,1145,46,61
Murcia,2020-04-04,1188,51,43
Murcia,2020-04-05,1235,59,47
Murcia,2020-04-06,1259,68,24
Murcia,2020-04-07,1283,78,24
Murcia,2020-04-08,1326,85,43
Murcia,2020-04-09,1356,88,30
Murcia,2020-04-10,1383,90,27
Murcia,2020-04-11,1413,94,30
Murcia,2020-04-12,1449,97,36
Murcia,2020-04-13,1463,101,14
Murcia,2020-04-14,1487,106,24
Murcia,2020-04-15,1520,109,33
Murcia,2020-04-16,1598,111,78
Murcia,2020-04-17,1625,112,27
Murcia,2020-04-18,1638,115,13
Murcia,2020-04-19,1644,116,6
Murcia,2020-04-20,1646,117,2
Murcia,2020-04-21,1681,120,35
Murcia,2020-04-22,1695,123,14
Murcia,2020-04-23,1721,124,26
Murcia,2020-04-24,1468,125,-253
Murcia,2020-04-25,1468,126,0
Murcia,2020-04-26,1474,127,6
Murcia,2020-04-27,1474,128,0
Murcia,2020-04-28,1475,130,1
Murcia,2020-04-29,1480,130,5
Navarra,2020-03-02,1,0,0
Navarra,2020-03-03,1,0,0
Navarra,2020-03-04,3,0,2
Navarra,2020-03-05,3,0,0
Navarra,2020-03-06,3,0,0
Navarra,2020-03-07,3,0,0
Navarra,2020-03-08,3,0,0
Navarra,2020-03-09,3,0,0
Navarra,2020-03-10,12,0,9
Navarra,2020-03-11,46,0,34
Navarra,2020-03-12,73,0,27
Navarra,2020-03-13,130,0,57
Navarra,2020-03-14,146,0,16
Navarra,2020-03-15,183,0,37
Navarra,2020-03-16,274,1,91
Navarra,2020-03-17,313,2,39
Navarra,2020-03-18,386,3,73
Navarra,2020-03-19,482,4,96
Navarra,2020-03-20,554,5,72
Navarra,2020-03-21,664,9,110
Navarra,2020-03-22,794,14,130
Navarra,2020-03-23,886,24,92
Navarra,2020-03-24,1014,31,128
Navarra,2020-03-25,1197,33,183
Navarra,2020-03-26,1411,49,214
Navarra,2020-03-27,1641,58,230
Navarra,2020-03-28,1829,70,188
Navarra,2020-03-29,2011,84,182
Navarra,2020-03-30,2146,102,135
Navarra,2020-03-31,2305,113,159
Navarra,2020-04-01,2497,130,192
Navarra,2020-04-02,2682,141,185
Navarra,2020-04-03,2836,151,154
Navarra,2020-04-04,2972,171,136
Navarra,2020-04-05,3073,178,101
Navarra,2020-04-06,3231,187,158
Navarra,2020-04-07,3355,202,124
Navarra,2020-04-08,3467,206,112
Navarra,2020-04-09,3575,214,108
Navarra,2020-04-10,3748,218,173
Navarra,2020-04-11,3817,227,69
Navarra,2020-04-12,3969,232,152
Navarra,2020-04-13,4092,239,123
Navarra,2020-04-14,4150,249,58
Navarra,2020-04-15,4246,252,96
Navarra,2020-04-16,4348,261,102
Navarra,2020-04-17,4433,338,85
Navarra,2020-04-18,4556,354,123
Navarra,2020-04-19,4621,369,65
Navarra,2020-04-20,4697,385,76
Navarra,2020-04-21,4781,397,84
Navarra,2020-04-22,4899,401,118
Navarra,2020-04-23,4994,409,95
Navarra,2020-04-24,4581,417,-413
Navarra,2020-04-25,4627,429,46
Navarra,2020-04-26,4712,431,85
Navarra,2020-04-27,4733,432,21
Navarra,2020-04-28,4759,432,26
Navarra,2020-04-29,4794,448,35
PaísVasco,2020-03-02,9,0,0
PaísVasco,2020-03-03,13,0,4
PaísVasco,2020-03-04,17,0,4
PaísVasco,2020-03-05,17,1,0
PaísVasco,2020-03-06,45,1,28
PaísVasco,2020-03-07,80,0,53
PaísVasco,2020-03-08,114,0,78
PaísVasco,2020-03-09,149,5,104
PaísVasco,2020-03-10,195,6,46
PaísVasco,2020-03-11,225,6,30
PaísVasco,2020-03-12,346,11,121
PaísVasco,2020-03-13,417,14,71
PaísVasco,2020-03-14,417,14,0
PaísVasco,2020-03-15,630,23,213
PaísVasco,2020-03-16,630,23,0
PaísVasco,2020-03-17,765,36,135
PaísVasco,2020-03-18,973,40,208
PaísVasco,2020-03-19,1190,53,217
PaísVasco,2020-03-20,1465,71,275
PaísVasco,2020-03-21,1725,85,260
PaísVasco,2020-03-22,2097,97,372
PaísVasco,2020-03-23,2421,120,324
PaísVasco,2020-03-24,2728,133,307
PaísVasco,2020-03-25,3271,155,543
PaísVasco,2020-03-26,3946,180,675
PaísVasco,2020-03-27,4601,207,655
PaísVasco,2020-03-28,5136,221,535
PaísVasco,2020-03-29,5740,265,604
PaísVasco,2020-03-30,6057,297,317
PaísVasco,2020-03-31,6320,325,263
PaísVasco,2020-04-01,6838,369,518
PaísVasco,2020-04-02,7317,412,479
PaísVasco,2020-04-03,7827,444,510
PaísVasco,2020-04-04,8187,477,360
PaísVasco,2020-04-05,8628,515,441
PaísVasco,2020-04-06,8810,548,182
PaísVasco,2020-04-07,9021,586,211
PaísVasco,2020-04-08,9452,635,431
PaísVasco,2020-04-09,9806,689,354
PaísVasco,2020-04-10,10103,729,297
PaísVasco,2020-04-11,10515,765,412
PaísVasco,2020-04-12,10772,804,257
PaísVasco,2020-04-13,11018,831,246
PaísVasco,2020-04-14,11226,859,208
PaísVasco,2020-04-15,11475,902,249
PaísVasco,2020-04-16,11790,956,315
PaísVasco,2020-04-17,12089,992,299
PaísVasco,2020-04-18,12355,1020,266
PaísVasco,2020-04-19,12569,1062,214
PaísVasco,2020-04-20,12628,1081,59
PaísVasco,2020-04-21,12810,1103,182
PaísVasco,2020-04-22,13044,1124,234
PaísVasco,2020-04-23,13436,1167,392
PaísVasco,2020-04-24,11881,1193,-1555
PaísVasco,2020-04-25,12366,1212,485
PaísVasco,2020-04-26,12455,1230,89
PaísVasco,2020-04-27,12513,1241,58
PaísVasco,2020-04-28,12564,1255,51
PaísVasco,2020-04-29,12619,1274,55
